,UA_Name,UA_Country,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors,GDP
105,Saskatoon,Canada,North America,7.159500000000001,5.042000000000001,3.1145,0.0,1.2585000000000002,5.8055,8.966,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,7.335999999999999,0.5,"46328,67184"
106,Toronto,Canada,North America,4.66,5.271,9.981,7.602000000000001,4.335000000000001,4.683000000000001,8.966,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,7.928000000000002,5.594,"46328,67184"
107,Vancouver,Canada,North America,4.080500000000001,5.259,8.17,5.8420000000000005,2.771,4.93675,8.966,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,8.295,7.4,"46328,67184"
108,Victoria,Canada,North America,5.696,5.703,4.479,2.719,1.4945,5.226000000000001,8.966,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,8.7825,4.3555,"46328,67184"
109,Winnipeg,Canada,North America,7.552500000000001,5.882,3.7965,0.0,1.4754999999999998,5.104500000000001,8.966,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,6.659000000000001,4.243,"46328,67184"
110,Cape Town,South Africa,Africa,6.7635000000000005,7.955,5.611000000000001,3.725,2.1630000000000003,3.8425,4.732,5.327999999999999,4.343,0.8945000000000001,6.6085,2.7680000000000007,5.151,5.612500000000001,4.736000000000001,3.6605,6.750500000000001,"6624,761865"
111,Johannesburg,South Africa,Africa,8.012,7.575000000000001,4.937499999999999,1.467,3.2030000000000003,3.91575,4.732,5.165500000000001,3.6486666666666663,0.7585,4.325500000000001,2.7680000000000007,5.151,2.8375,4.4015,3.6605,2.9560000000000004,"6624,761865"
112,Casablanca,Morocco,Africa,8.822,9.088,3.0975,0.0,2.9145,4.26,5.614333333333333,6.775500000000001,4.47,0.0,2.2555000000000005,3.1735,3.2995,2.067,2.6830000000000003,2.945,3.9935,"3235,00066"
113,Chisinau,Moldova,Europe,9.6765,9.343,3.0535,0.0,1.6025,5.495,5.443333333333333,7.627999999999999,5.065999999999999,1.3995,4.33825,3.9765000000000006,6.2325,5.3615,2.7120000000000006,6.646999999999999,3.121,"4491,688827"
114,Cork,Ireland,Europe,5.514500000000001,4.902,3.9875,2.87,2.3615,5.504250000000001,8.345666666666666,8.839500000000001,7.426333333333334,4.879,8.012750000000002,7.514500000000001,6.254999999999999,9.143999999999998,2.5315,8.630500000000001,0.5,"80886,61574"
115,Dublin,Ireland,Europe,2.5125,4.005000000000001,5.651,6.204,4.7615,5.44625,8.345666666666666,7.121499999999999,6.8103333333333325,5.6065,6.5015,7.514500000000001,6.254999999999999,8.3435,7.134500000000001,7.328,5.664,"80886,61574"
116,Galway,Ireland,Europe,6.275500000000001,4.9270000000000005,2.5380000000000003,2.556,2.3615,5.68975,8.345666666666666,8.89,7.069999999999999,5.0075,7.51875,7.514500000000001,6.254999999999999,7.637499999999999,1.1150000000000002,8.700499999999998,3.7125,"80886,61574"
117,Curitiba,Brazil,South America,9.4295,8.433,2.912,2.148,0.8900000000000001,4.950250000000001,2.781,5.9465,5.897,1.0165000000000002,7.75725,2.187,2.8525,3.1420000000000003,7.1875,7.848000000000001,2.6655,"8897,552966"
118,Florianopolis,Brazil,South America,9.0595,8.331000000000001,1.0,0.0,0.683,4.78775,2.781,6.525,5.432999999999999,1.0165000000000002,4.943999999999999,2.187,2.8525,3.185,5.33,7.637500000000001,5.751,"8897,552966"
119,Porto Alegre,Brazil,South America,9.221000000000002,8.120000000000001,2.6705,0.0,0.9655,5.105,2.781,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,7.448,4.922499999999999,"8897,552966"
120,Rio De Janeiro,Brazil,South America,8.32,7.751,4.823,2.414,1.493,4.55325,4.036666666666666,5.2955,4.849666666666666,1.0175,3.32275,2.187,2.8454999999999995,2.338,8.6675,5.771500000000001,6.151999999999999,"8897,552966"
121,Sao Paulo,Brazil,South America,8.316,7.823000000000001,6.6225000000000005,4.253000000000001,2.2655,4.412000000000001,2.781,5.2955,5.371999999999999,1.104,2.6535,2.187,2.8525,3.3895000000000004,8.789499999999999,6.8955,7.0775,"8897,552966"
122,Dar es Salaam,Tanzania,Africa,7.652000000000001,8.026,2.6875000000000004,3.191,1.4535,2.07575,3.2886666666666664,6.1005,3.238666666666667,0.0,2.0802500000000004,5.499999999999999,4.497000000000001,1.11,1.205,2.7665,4.3535,"1085,88486"
123,Doha,Qatar,Asia,2.1315,6.183,2.6875000000000004,0.0,2.6425,4.61625,7.408333333333332,9.486,7.4336666666666655,1.4335,3.94175,9.39,10.0,3.245,4.6205,5.0625,4.436999999999999,"62276,42869"
124,Dubai,United Arab Emirates,Asia,2.591,5.49,7.309000000000001,4.183,4.508,4.2285,8.036999999999999,9.172,6.392,2.28,6.035500000000001,7.885999999999999,10.0,3.151,4.6705,5.426500000000001,5.7985,"42701,44305"
125,Fukuoka,Japan,Asia,4.01,0.0,1.484,1.79,6.172499999999999,0.0,8.389666666666667,9.945,9.098,5.5275,7.915999999999999,3.7235,6.033,4.575000000000001,5.8605,7.259,5.6815,"40777,6087"
126,Kyoto,Japan,Asia,3.765,0.0,1.3025,0.0,6.7945,2.5,8.389666666666667,10.0,9.078666666666669,6.241,6.435,3.7235,6.033,3.712,8.153500000000001,7.663,1.6465,"40777,6087"
127,Osaka,Japan,Asia,7.8315,4.819,2.668,2.144,6.201499999999999,5.255000000000001,8.417666666666667,10.0,8.705333333333332,5.589499999999999,5.326750000000001,3.7235,6.033,3.724,7.2265,7.189500000000001,5.1875,"40777,6087"
128,Tokyo,Japan,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225,"40777,6087"
129,Gdansk,Poland,Europe,8.508,8.126999999999999,2.6875000000000004,0.0,2.8345,5.861,5.7043333333333335,8.0405,6.855666666666666,4.6615,7.794500000000001,4.7615,5.097,5.036,5.515,4.4785,5.025,"15732,20313"
130,Krakow,Poland,Europe,8.4245,8.509,4.534000000000001,2.11,2.9285000000000005,5.629,5.7043333333333335,8.521500000000001,6.853999999999999,4.6625000000000005,4.802,4.7615,5.097,5.7875,7.839999999999999,4.592000000000001,4.3085,"15732,20313"
131,Warsaw,Poland,Europe,7.8695,8.192,6.121500000000001,1.853,3.864,5.202999999999999,5.7043333333333335,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.097,6.0,7.3355000000000015,4.636000000000001,4.961,"15732,20313"
132,Wroclaw,Poland,Europe,8.452,8.434000000000001,3.5860000000000003,2.386,2.2445,4.954750000000001,5.7043333333333335,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.097,5.761500000000001,4.7495,3.9045,4.085,"15732,20313"
133,Gibraltar,Gibraltar,Europe,1.112,0.0,2.842,1.5659999999999998,0.758,0.0,0.0,9.3375,3.023333333333333,0.0,5.1835,0.0,2.9130000000000003,4.296,2.235,4.4265,4.7565,92843
134,Gothenburg,Sweden,Europe,6.725,5.046000000000001,3.1285000000000007,3.725,3.6575,5.96875,9.568999999999996,7.296,8.101666666666667,4.7775,8.58975,5.694499999999999,2.7495000000000003,6.1925,4.0045,6.3645,4.5685,"51939,42974"
135,Malmo,Sweden,Europe,7.263000000000001,5.57,3.645,2.683,4.7675,5.646750000000001,9.568999999999996,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,5.304,4.524,"51939,42974"
136,Stockholm,Sweden,Europe,4.865,4.36,6.267,6.229,6.2255,5.685500000000001,9.568999999999996,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,5.719500000000001,4.494,"51939,42974"
137,Uppsala,Sweden,Europe,7.16,5.442,1.4285,0.0,4.7485,5.9750000000000005,9.568999999999996,7.850000000000001,8.152666666666665,5.2045,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,6.950500000000001,3.4665,"51939,42974"
138,Guadalajara,Mexico,North America,9.527,9.49,4.3445,0.0,1.7294999999999998,4.3455,5.764999999999999,6.472000000000001,7.034333333333333,1.2095,3.34325,3.5005,4.333500000000001,4.0925,7.657,8.1575,3.4765000000000006,"9950,45008"
139,Mexico City,Mexico,North America,8.360000000000001,9.244,7.479999999999999,2.6340000000000003,2.87,3.806,5.760999999999998,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,7.089,3.914,"9950,45008"
140,Guatemala City,Guatemala,North America,8.8125,8.175,2.641,1.673,0.8145000000000001,0.5237499999999999,4.616999999999999,6.139,4.763666666666666,0.0,3.75775,3.805,8.505,2.506,5.1645,7.157,4.1335,"4638,634943"
141,Havana,Cuba,North America,9.089,7.607999999999999,1.4975000000000005,0.0,1.919,0.0,1.643333333333333,8.6335,6.999666666666665,0.0,3.86225,2.5495000000000005,0.5,1.703,2.0700000000000003,8.7595,5.0225,"9125,878679"
142,Helsinki,Finland,Europe,5.396000000000001,4.121,5.683,5.507,4.7505,5.77925,9.450666666666669,8.674000000000001,7.953666666666665,5.4545,9.301,3.921,4.8785,5.1035,7.054500000000001,7.501500000000001,4.797999999999999,"48628,64176"
143,Oulu,Finland,Europe,3.7445,0.0,2.3135000000000003,2.575,2.716,6.04075,9.450666666666669,8.458500000000003,7.701333333333332,5.4545,8.933000000000002,3.921,4.8785,5.722999999999999,2.006,8.329000000000002,5.072,"48628,64176"
144,Tampere,Finland,Europe,6.936,4.622,2.606,2.5490000000000004,2.848,6.3495,9.450666666666669,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,8.290500000000002,4.571000000000001,"48628,64176"
145,Turku,Finland,Europe,7.534000000000002,5.07,1.8795,1.773,3.224,6.7285,9.450666666666669,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,7.751499999999999,4.5375,"48628,64176"
146,Ho Chi Minh City,Vietnam,Asia,8.618,8.844000000000001,4.93,1.7390000000000003,2.08,5.1835,4.101666666666666,6.767500000000001,5.540333333333333,4.116499999999999,1.4197499999999998,4.8345,5.045,4.565,5.874000000000001,5.943499999999999,1.2575,"2715,27598"
147,Innsbruck,Austria,Europe,6.708,4.732,2.1255,0.0,5.569500000000001,6.3740000000000006,7.596,8.273,7.884666666666666,4.33,7.366,4.663,2.666,5.0595,4.4245,8.485499999999998,3.9635,"50114,40111"
148,Vienna,Austria,Europe,6.314000000000001,5.111,5.798000000000001,3.6350000000000007,8.0315,6.21325,7.596,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,8.963999999999999,5.294499999999999,"50114,40111"
149,Kathmandu,Nepal,Asia,10.0,9.445,3.2110000000000003,0.0,1.041,5.348999999999999,4.740333333333333,8.5055,4.115999999999999,0.0,1.0,4.496,5.513000000000002,2.201,5.039,9.129,3.798,"1194,956876"
150,Kiev,Ukraine,Europe,9.0845,9.817,4.0495,2.545,5.4875,5.16075,4.525333333333333,7.2555,4.850999999999999,0.5,3.6665,1.2755,5.478,6.041499999999999,8.419500000000001,6.827,5.348999999999999,"3661,456204"
151,Lviv,Ukraine,Europe,9.778,10.0,4.204,0.0,3.7615,5.485250000000001,4.525333333333333,7.822,4.869999999999999,0.0,4.82525,1.2755,5.478,5.055999999999999,7.0585,6.715999999999999,4.436000000000001,"3661,456204"
152,Kingston,Jamaica,North America,8.8955,5.937,2.648000000000001,0.0,0.8145000000000001,4.926750000000001,6.567666666666668,5.5275,6.677999999999999,0.0,3.02025,1.8295,6.073499999999999,4.483499999999999,4.2780000000000005,2.8435,3.3460000000000005,"5369,498371"
153,Kuala Lumpur,Malaysia,Asia,8.663499999999999,8.238,5.542,4.245,3.5620000000000003,4.37975,7.597333333333332,5.880999999999999,5.950333333333333,2.527,3.869999999999999,6.339,6.1265,5.4615,7.166,1.528,5.738500000000001,"11432,823"
154,Lagos,Nigeria,Africa,7.767,9.098,6.4335,2.5100000000000007,1.7479999999999998,3.56475,3.255666666666666,5.999499999999999,2.862333333333333,0.0,1.90725,5.061,6.2155000000000005,1.634,1.3585,1.406,3.8245,"2229,858652"
155,La Paz,Bolivia,South America,4.724,0.0,1.4975000000000005,0.0,1.3190000000000002,3.83425,3.4819999999999998,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.549,1.548,1.525,6.292999999999999,5.499999999999999,"3552,068143"
156,Lima,Peru,South America,8.712,8.496,3.8835,1.65,2.012,4.759,5.001666666666667,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,6.0805,5.388000000000001,"7027,612207"
157,Lisbon,Portugal,Europe,6.734000000000001,7.004000000000001,6.022,3.194,4.191000000000001,5.31575,8.238666666666665,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,9.597,5.690999999999999,"23330,81729"
158,Porto,Portugal,Europe,8.109500000000002,7.422000000000001,4.313000000000001,1.886,3.1115,5.460000000000001,8.238666666666665,7.704500000000001,8.166666666666666,4.449,7.03875,3.483,4.1575,4.4945,5.625,9.5735,5.9485,"23330,81729"
159,Ljubljana,Slovenia,Europe,8.214000000000002,6.749000000000001,4.088000000000001,1.2300000000000002,2.293,5.69875,7.676666666666666,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,8.184000000000001,1.8225,"25942,95477"
160,Luxembourg,Luxembourg,Europe,2.4530000000000003,3.411,3.307500000000001,1.8990000000000005,4.5805,5.8445,7.856666666666666,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,8.8045,1.475,"113218,7133"
161,Managua,Nicaragua,North America,4.7855,0.0,1.866,0.0,0.6075,0.0,4.600333333333333,7.774500000000001,6.403666666666666,0.0,3.3405,3.9395,3.2545,1.177,1.837,9.239,1.4335,"1926,699694"
162,Manila,Philippines,Asia,8.5955,8.751999999999999,4.805,3.547,2.6345,3.713,4.592333333333334,6.4345,4.297666666666667,0.0,1.683,5.006499999999999,4.303,4.608,7.584,5.503,4.8255,"3485,340844"
163,Minsk,Belarus,Europe,9.4955,9.289,4.3785,0.0,3.7664999999999993,5.365500000000001,5.596333333333332,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,7.4215,4.906000000000001,"6837,717826"
164,Montevideo,Uruguay,South America,8.183000000000002,6.197,2.863,2.205,1.183,5.288,7.943999999999997,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,9.71,5.1785,"17688,01501"
165,Nairobi,Kenya,Africa,8.8505,8.431999999999999,6.026,4.600999999999999,2.3145,4.069,3.246333333333333,5.972,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,2.579,4.0495,"1912,647867"
166,Nicosia,Cyprus,Europe,8.631,6.301,3.407,0.0,1.606,5.491250000000001,7.438666666666665,8.102500000000001,6.758666666666667,2.475,3.672,2.9955,7.507999999999999,2.6545,6.949,7.5055,1.7755,"29206,07672"
167,Panama,Panama,North America,3.1530000000000005,0.0,3.5589999999999997,0.0,2.002,0.0,6.208666666666667,6.976000000000001,6.593333333333334,0.0,4.38425,6.040500000000001,6.947500000000001,3.1900000000000004,5.5565,6.7855,4.8195,"15774,25494"
168,Phnom Penh,Cambodia,Asia,8.552000000000001,8.001000000000001,1.4975000000000005,0.0,1.2395,4.68,1.0,6.684,2.984,0.0,2.4482500000000003,5.379999999999999,7.984000000000001,3.395,5.407,6.030500000000001,3.4330000000000007,"1643,121389"
169,Quito,Ecuador,South America,9.0165,7.822,2.857500000000001,0.0,0.8900000000000001,4.789250000000001,3.021333333333333,6.968999999999999,6.406333333333332,0.0,4.1762500000000005,3.8855,7.513999999999999,3.4815,4.8015,8.826499999999998,5.499999999999999,"6222,524653"
170,Reykjavik,Iceland,Europe,2.7715,1.0,3.168,2.875,1.1349999999999998,5.475,9.36,8.658,8.078999999999999,4.057,8.62375,5.283,4.4655000000000005,6.742,5.0205,9.565,4.8035000000000005,"68941,46223"
171,Riga,Latvia,Europe,8.933000000000002,7.329,4.3505,1.358,2.3725,5.35275,7.363333333333333,7.6255,5.710000000000001,4.090999999999999,6.966,4.094500000000001,5.929,5.841000000000001,7.7065,6.884,5.5265,"17926,84159"
172,Riyadh,Saudi Arabia,Asia,8.6965,7.806000000000001,3.6915,2.022,2.4605,4.75325,6.103999999999999,7.583000000000001,6.085666666666666,0.5035,3.3512500000000003,7.042,10.0,4.13,5.843500000000001,2.9090000000000007,0.5,"23139,79798"
173,San Jose,Costa Rica,North America,8.1645,6.728000000000001,3.822,0.0,1.1915000000000002,3.83425,5.949666666666666,6.7090000000000005,7.432666666666666,1.2095,5.256249999999999,4.081499999999999,5.751999999999999,1.5155000000000003,6.866500000000001,8.938500000000001,2.7855,"12693,82796"
174,San Juan,Puerto Rico,North America,7.427500000000001,5.98,1.4285,0.0,1.38,1.142,3.173,5.121000000000001,4.363333333333333,0.0,4.493250000000001,0.0,4.3965000000000005,4.273499999999999,6.839500000000001,3.66,5.3245000000000005,"32850,54861"
175,San Salvador,El Salvador,North America,8.8015,7.7429999999999986,1.6700000000000004,0.0,1.0595,4.6855,4.661333333333332,5.4025,5.558666666666666,0.0,1.00075,2.6590000000000003,5.5255,1.831,4.858499999999999,6.1275,1.9175,"4167,730939"
176,Santiago,Chile,South America,8.3815,7.237,6.2305,1.0,2.5355,5.550999999999999,7.765,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,7.171500000000001,5.499999999999999,"14741,7144"
177,Santo Domingo,Dominican Republic,North America,9.289,8.076000000000002,2.2275,0.0,1.003,4.56525,4.412999999999999,5.779,5.026000000000001,0.5,2.3805,6.1135,5.768,4.221,5.796500000000001,5.1095000000000015,3.4175,"8282,117131"
178,Sarajevo,Bosnia and Herzegovina,Europe,9.6925,8.659,2.584,0.0,1.207,5.708000000000001,2.580333333333333,7.132999999999999,6.525666666666666,0.0,3.666,2.088,9.118,4.6475,5.9345,7.7365,2.8705000000000003,"6119,762345"
179,Singapore,Singapore,Asia,1.745,3.4890000000000003,9.103000000000002,8.697,2.982,5.42725,9.724666666666666,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,6.494999999999999,5.834,"65640,70795"
180,Sofia,Bulgaria,Europe,9.306,8.55,4.691,3.1550000000000007,2.6665,5.622,5.295333333333333,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,6.740500000000001,4.0565,"9879,268533"
181,Tallinn,Estonia,Europe,8.376500000000002,6.931000000000001,5.356,5.829,1.9705,5.932500000000001,8.129333333333333,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,7.838500000000001,4.5355,"23397,87826"
182,Tartu,Estonia,Europe,8.961000000000002,7.47,2.778,0.0,1.414,6.441,8.129333333333333,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3005,4.081,7.483,3.499,"23397,87826"
183,Tashkent,Uzbekistan,Asia,5.0,0.0,1.783,0.0,2.7375000000000007,0.0,5.175333333333333,8.9045,3.693333333333333,0.0,6.555499999999999,5.5375,6.0145,1.2425000000000002,3.1760000000000006,6.1705,4.2425,"1784,009816"
184,Tel Aviv,Israel,Asia,4.91,4.370000000000001,7.3265,9.16,3.345,4.994249999999999,6.789999999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,5.516,5.4125,"43951,24773"
185,Tunis,Tunisia,Africa,9.968,9.998,2.969,0.0,2.6080000000000005,5.614500000000001,6.621666666666667,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,4.727,5.365500000000001,"3574,654024"
186,Valletta,Malta,Europe,3.1530000000000005,0.0,3.9095,2.148,1.889,0.0,5.377,8.518,8.107,2.8195,3.77575,5.5395,5.783499999999999,3.2015,5.827,7.562999999999999,4.716999999999999,"30186,19596"
187,Vilnius,Lithuania,Europe,8.621,7.576,4.223,2.8280000000000003,2.105,5.9277500000000005,7.600333333333332,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,7.393,4.106,"19575,76848"
188,Yerevan,Armenia,Asia,9.6945,9.431,3.9265,0.0,1.7870000000000004,5.64925,6.501,8.873000000000001,5.102,0.0,4.439500000000002,3.458,8.055000000000001,3.9,4.737000000000001,7.346500000000001,7.7765,"4604,646324"
189,Zagreb,Croatia,Europe,8.91,7.193999999999999,4.453,1.775,2.028,4.830000000000001,5.720333333333333,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,7.954500000000001,4.809,"15311,7669"
